timestamp [ms],,temperature [C],pressure [Pa], altitude [m] ,pm2_5 [microg/m3],pm10_0 [microg/m3]
2532852,2532.852,14.75,87085.77,1259.31,15,19
2532878,2532.878,14.75,87086.29,1259.26,15,19
2532904,2532.904,14.75,87083.14,1259.56,15,19
2532930,2532.93,14.75,87084.3,1259.45,15,19
2532956,2532.956,14.75,87084.12,1259.47,15,19
2532982,2532.982,14.75,87083.57,1259.52,15,19
2533008,2533.008,14.75,87086.45,1259.25,15,19
2533034,2533.034,14.75,87083.03,1259.57,15,19
2533060,2533.06,14.75,87085.77,1259.31,15,19
2533086,2533.086,14.75,87085.42,1259.34,15,19
2533112,2533.112,14.75,87087.05,1259.19,15,19
2533138,2533.138,14.75,87082.37,1259.63,15,19
2533164,2533.164,14.75,87083.18,1259.56,15,19
2533190,2533.19,14.75,87080.79,1259.78,15,19
2533216,2533.216,14.76,87083.61,1259.51,15,19
2533242,2533.242,14.75,87083.45,1259.53,15,19
2533268,2533.268,14.76,87082.41,1259.63,15,19
2533294,2533.294,14.75,87083.24,1259.55,15,19
2533319,2533.319,14.76,87079.7,1259.88,15,19
2533345,2533.345,14.76,87081.87,1259.68,15,19
2533371,2533.371,14.76,87082.48,1259.62,15,19
2533397,2533.397,14.76,87081.56,1259.71,15,19
2533423,2533.423,14.76,87082.64,1259.61,15,19
2533449,2533.449,14.76,87081.05,1259.76,15,19
2533475,2533.475,14.76,87079.25,1259.93,15,19
2533501,2533.501,14.76,87081.12,1259.75,15,19
2533527,2533.527,14.76,87080.57,1259.8,15,19
2533553,2533.553,14.76,87079.96,1259.86,15,19
2533579,2533.579,14.76,87081.31,1259.73,15,19
2533605,2533.605,14.76,87078.84,1259.96,15,19
2533631,2533.631,14.76,87081.17,1259.74,15,19
2533657,2533.657,14.76,87079.48,1259.9,15,19
2533683,2533.683,14.76,87079.17,1259.93,15,19
2533709,2533.709,14.76,87080.94,1259.77,15,19
2533735,2533.735,14.76,87078.16,1260.03,15,19
2533761,2533.761,14.76,87079.58,1259.89,15,19
2533801,2533.801,14.76,87078.23,1260.02,15,19
2533821,2533.821,14.76,87082.77,1259.59,15,19
2533847,2533.847,14.76,87083.49,1259.53,15,19
2533873,2533.873,14.75,87079.64,1259.89,15,19
2533899,2533.899,14.75,87081.84,1259.68,15,19
2533925,2533.925,14.75,87080.61,1259.8,15,19
2533951,2533.951,14.75,87078.66,1259.98,15,19
2533977,2533.977,14.75,87076.31,1260.2,15,19
2534003,2534.003,14.75,87080.23,1259.83,15,19
2534029,2534.029,14.75,87079.6,1259.89,15,19
2534055,2534.055,14.75,87078.02,1260.04,15,19
2534081,2534.081,14.75,87076.64,1260.17,15,19
2534107,2534.107,14.75,87075.2,1260.31,15,19
2534133,2534.133,14.76,87075.11,1260.32,15,19
2534159,2534.159,14.76,87077.03,1260.13,15,19
2534185,2534.185,14.76,87076.98,1260.14,15,19
2534211,2534.211,14.76,87079.95,1259.86,15,19
2534237,2534.237,14.76,87078.42,1260,15,19
2534263,2534.263,14.76,87078.59,1259.99,15,19
2534289,2534.289,14.76,87077.22,1260.12,15,19
2534315,2534.315,14.76,87078.3,1260.02,15,19
2534341,2534.341,14.76,87078.37,1260.01,15,19
2534367,2534.367,14.76,87076.03,1260.23,15,19
2534393,2534.393,14.76,87074.91,1260.33,15,19
2534419,2534.419,14.76,87073.88,1260.43,15,19
2534445,2534.445,14.76,87073.96,1260.42,16,20
2534471,2534.471,14.76,87075.18,1260.31,16,20
2534497,2534.497,14.76,87073.76,1260.44,16,20
2534523,2534.523,14.76,87071.32,1260.67,16,20
2534549,2534.549,14.76,87074.83,1260.34,16,20
2534575,2534.575,14.76,87072.41,1260.57,16,20
2534601,2534.601,14.76,87076.76,1260.16,16,20
2534627,2534.627,14.76,87075.35,1260.29,16,20
2534653,2534.653,14.76,87075.64,1260.27,16,20
2534679,2534.679,14.76,87072.94,1260.52,16,20
2534705,2534.705,14.76,87073.05,1260.51,16,20
2534730,2534.73,14.76,87072.21,1260.59,16,20
2534756,2534.756,14.76,87071.89,1260.62,16,20
2534782,2534.782,14.76,87072.86,1260.53,16,20
2534822,2534.822,14.76,87075.49,1260.28,16,20
2534843,2534.843,14.76,87073.51,1260.47,16,20
2534869,2534.869,14.76,87075.5,1260.28,16,20
2534895,2534.895,14.76,87071.64,1260.64,16,20
2534921,2534.921,14.76,87072.95,1260.52,16,20
2534947,2534.947,14.76,87070.55,1260.74,16,20
2534973,2534.973,14.76,87070.98,1260.7,16,20
2534998,2534.998,14.76,87073.02,1260.51,16,20
2543628,2543.628,14.76,87076.62,1260.17,15,19
2543654,2543.654,14.75,87074.95,1260.33,15,19
2543680,2543.68,14.75,87075.12,1260.31,15,19
2543706,2543.706,14.75,87073.95,1260.42,16,20
2543732,2543.732,14.75,87073.33,1260.48,16,20
2543758,2543.758,14.75,87073.05,1260.51,16,20
2543784,2543.784,14.75,87075.87,1260.24,16,20
2543810,2543.81,14.75,87073.58,1260.46,16,20
2543836,2543.836,14.75,87077.26,1260.11,16,20
2543862,2543.862,14.75,87075.09,1260.32,16,20
2543887,2543.887,14.75,87075.85,1260.25,16,20
2543913,2543.913,14.75,87076.75,1260.16,16,20
2543939,2543.939,14.75,87076.08,1260.22,16,20
2543965,2543.965,14.75,87074.9,1260.34,16,20
2544005,2544.005,14.75,87076.03,1260.23,16,20
2544026,2544.026,14.75,87074.64,1260.36,16,20
2544052,2544.052,14.75,87077.09,1260.13,16,20
2544078,2544.078,14.75,87077.34,1260.11,16,20
2544104,2544.104,14.75,87076.9,1260.15,16,20
2544129,2544.129,14.75,87074.38,1260.38,16,20
2544155,2544.155,14.75,87074.89,1260.34,16,20
2544181,2544.181,14.75,87074.37,1260.39,16,20
2544207,2544.207,14.75,87074.55,1260.37,16,20
2544233,2544.233,14.75,87074.04,1260.42,16,20
2544259,2544.259,14.75,87077.61,1260.08,16,20
2544285,2544.285,14.75,87074.82,1260.34,16,20
2544311,2544.311,14.76,87077.58,1260.08,16,20
2544337,2544.337,14.76,87079.74,1259.88,16,20
2544363,2544.363,14.76,87077.46,1260.09,16,20
2544389,2544.389,14.76,87079.8,1259.87,16,20
2544415,2544.415,14.76,87078.14,1260.03,16,20
2544441,2544.441,14.76,87076.25,1260.21,16,20
2544467,2544.467,14.76,87077.08,1260.13,16,20
2544493,2544.493,14.76,87079.77,1259.88,16,20
2544519,2544.519,14.76,87079.98,1259.86,16,20
2544545,2544.545,14.76,87078.66,1259.98,16,20
2544571,2544.571,14.76,87076.77,1260.16,16,20
2544597,2544.597,14.76,87075.28,1260.3,16,20
2544623,2544.623,14.76,87078.5,1260,16,20
2544649,2544.649,14.76,87078.49,1260,16,20
2544675,2544.675,14.76,87082.55,1259.62,16,20
2544701,2544.701,14.76,87078.14,1260.03,16,20
2544727,2544.727,14.76,87083.24,1259.55,15,19
2544753,2544.753,14.76,87081.95,1259.67,15,19
2544779,2544.779,14.76,87081.5,1259.71,15,19
2544805,2544.805,14.76,87082.96,1259.58,15,19
2544831,2544.831,14.76,87079.6,1259.89,15,19
2544857,2544.857,14.76,87081.19,1259.74,15,19
2544883,2544.883,14.76,87080.09,1259.85,15,19
2544909,2544.909,14.76,87076.3,1260.2,15,19
2544935,2544.935,14.76,87079.62,1259.89,15,19
2544961,2544.961,14.76,87078.95,1259.95,15,19
2544987,2544.987,14.75,87079.16,1259.93,15,19
2545026,2545.026,14.75,87079.35,1259.92,15,19
2545047,2545.047,14.75,87075.57,1260.27,15,19
2545073,2545.073,14.75,87078.84,1259.96,15,19
2545099,2545.099,14.75,87077.99,1260.04,15,19
2545125,2545.125,14.75,87077.04,1260.13,15,19
2545151,2545.151,14.75,87078.2,1260.02,15,19
2545177,2545.177,14.75,87077.61,1260.08,15,19
2545203,2545.203,14.75,87073.83,1260.44,15,19
2545229,2545.229,14.75,87073.37,1260.48,15,19
2545255,2545.255,14.75,87072.74,1260.54,15,19
2545281,2545.281,14.75,87075.17,1260.31,15,19
2545306,2545.306,14.75,87073.41,1260.47,15,19
2545332,2545.332,14.75,87077.44,1260.1,15,19
2545358,2545.358,14.75,87075.23,1260.3,15,19
2545384,2545.384,14.75,87075.34,1260.29,15,19
2545410,2545.41,14.75,87073.07,1260.51,15,19
2545436,2545.436,14.75,87072.97,1260.52,15,19
2545462,2545.462,14.75,87074.44,1260.38,15,19
2545488,2545.488,14.75,87074.91,1260.33,15,19
2545514,2545.514,14.75,87072.3,1260.58,15,19
2545540,2545.54,14.75,87072.27,1260.58,15,19
2545566,2545.566,14.75,87074.06,1260.41,15,19
2545592,2545.592,14.75,87073.66,1260.45,15,19
2545618,2545.618,14.75,87074.35,1260.39,15,19
2545644,2545.644,14.75,87073.91,1260.43,15,19
2545670,2545.67,14.75,87074.02,1260.42,15,19
2545696,2545.696,14.75,87071.14,1260.69,15,19
2545722,2545.722,14.75,87074.43,1260.38,15,19
2545748,2545.748,14.75,87071.3,1260.67,15,18
2545774,2545.774,14.75,87075.85,1260.25,15,18
2545800,2545.8,14.75,87073.22,1260.49,15,18
2545826,2545.826,14.75,87074.83,1260.34,15,18
2545852,2545.852,14.75,87073.81,1260.44,15,18
2545878,2545.878,14.75,87074.11,1260.41,15,18
2545904,2545.904,14.75,87072.35,1260.58,15,18
2545930,2545.93,14.75,87074.84,1260.34,15,18
2545956,2545.956,14.75,87073.76,1260.44,15,18
2545982,2545.982,14.75,87069.66,1260.83,15,18
2546008,2546.008,14.75,87073.19,1260.5,15,18
2546048,2546.048,14.75,87072.45,1260.57,15,18
2546068,2546.068,14.75,87074.24,1260.4,15,18
2546094,2546.094,14.75,87073.74,1260.44,15,18
2546120,2546.12,14.75,87074.42,1260.38,15,18
2546146,2546.146,14.75,87073.5,1260.47,15,18
2546172,2546.172,14.75,87071.45,1260.66,15,18
2546198,2546.198,14.75,87072.19,1260.59,15,18
2546224,2546.224,14.75,87073.25,1260.49,15,18
2546250,2546.25,14.75,87070.38,1260.76,15,18
2546276,2546.276,14.75,87072.02,1260.61,15,18
2546302,2546.302,14.75,87067.79,1261,15,18
2546328,2546.328,14.75,87070.65,1260.74,15,18
2546354,2546.354,14.75,87069.55,1260.84,15,18
2546379,2546.379,14.75,87068.88,1260.9,15,18
2546405,2546.405,14.75,87070.12,1260.78,15,18
2546431,2546.431,14.75,87069.34,1260.86,15,18
2546457,2546.457,14.75,87071.29,1260.67,15,18
2546483,2546.483,14.75,87072.81,1260.53,15,18
2546509,2546.509,14.75,87073.2,1260.49,15,18
2546535,2546.535,14.75,87073.86,1260.43,15,18
2546561,2546.561,14.75,87072.07,1260.6,15,18
2546587,2546.587,14.75,87071.68,1260.64,15,18
2546613,2546.613,14.75,87071.71,1260.64,15,18
2546639,2546.639,14.75,87071.04,1260.7,15,18
2546665,2546.665,14.75,87071.81,1260.63,15,18
2546691,2546.691,14.75,87071.53,1260.65,15,18
2546717,2546.717,14.75,87070.81,1260.72,15,18
2546743,2546.743,14.75,87067.89,1260.99,15,18
2546769,2546.769,14.75,87065.08,1261.26,15,18
2546795,2546.795,14.75,87067.74,1261.01,15,18
2546821,2546.821,14.75,87068.22,1260.96,15,18
2546847,2546.847,14.75,87069.66,1260.83,15,18
2546873,2546.873,14.75,87070.88,1260.71,15,18
2546899,2546.899,14.75,87067.81,1261,15,18
2546925,2546.925,14.75,87067.81,1261,15,18
2546951,2546.951,14.75,87064.01,1261.36,15,18
2546977,2546.977,14.75,87066.02,1261.17,15,18
2547003,2547.003,14.75,87067.75,1261.01,15,18
2547029,2547.029,14.75,87067.29,1261.05,15,18
2547069,2547.069,14.75,87066.23,1261.15,15,18
2547089,2547.089,14.75,87064.91,1261.28,15,18
2547115,2547.115,14.75,87062.28,1261.52,15,18
2547141,2547.141,14.75,87064.23,1261.34,15,18
2547167,2547.167,14.75,87065.29,1261.24,15,18
2547193,2547.193,14.75,87062.66,1261.49,15,18
2547219,2547.219,14.75,87064.98,1261.27,15,18
2547245,2547.245,14.75,87063.3,1261.43,15,18
2547271,2547.271,14.75,87063.69,1261.39,15,18
2547297,2547.297,14.75,87065.9,1261.18,15,18
2547323,2547.323,14.75,87064.54,1261.31,15,18
2547349,2547.349,14.75,87067.28,1261.05,15,18
2547375,2547.375,14.75,87066.3,1261.14,15,18
2547401,2547.401,14.75,87066.23,1261.15,15,18
2547427,2547.427,14.75,87064.36,1261.33,15,18
2547453,2547.453,14.75,87066.44,1261.13,15,18
2547479,2547.479,14.75,87066.04,1261.17,15,18
2547505,2547.505,14.75,87067.66,1261.02,15,18
2547531,2547.531,14.75,87066.05,1261.17,15,18
2547557,2547.557,14.75,87065.82,1261.19,15,18
2547582,2547.582,14.75,87064.38,1261.32,15,18
2547608,2547.608,14.75,87064.31,1261.33,15,18
2547634,2547.634,14.75,87062.5,1261.5,15,18
2547660,2547.66,14.75,87063.09,1261.45,15,18
2547686,2547.686,14.75,87059.98,1261.74,15,18
2547712,2547.712,14.75,87064.63,1261.3,15,18
2547738,2547.738,14.75,87062.77,1261.48,15,18
2547764,2547.764,14.75,87065.05,1261.26,15,18
2547790,2547.79,14.75,87066.05,1261.17,15,18
2547816,2547.816,14.75,87064.62,1261.3,16,20
2547842,2547.842,14.75,87064.18,1261.34,16,20
2547868,2547.868,14.75,87064.48,1261.32,16,20
2547894,2547.894,14.75,87065.56,1261.21,16,20
2547920,2547.92,14.75,87064.58,1261.31,16,20
2547946,2547.946,14.75,87064.08,1261.35,16,20
2547972,2547.972,14.75,87061.75,1261.57,16,20
2547998,2547.998,14.75,87062.84,1261.47,16,20
2548024,2548.024,14.75,87061.67,1261.58,16,20
2548050,2548.05,14.75,87061.84,1261.56,16,20
2548090,2548.09,14.75,87062,1261.55,16,20
2548110,2548.11,14.75,87064.25,1261.34,16,20
2548136,2548.136,14.75,87062.91,1261.46,16,20
2548162,2548.162,14.75,87061.55,1261.59,16,20
2548188,2548.188,14.75,87062.17,1261.53,16,20
2548214,2548.214,14.75,87058.78,1261.85,16,20
2548240,2548.24,14.75,87060.56,1261.68,16,20
2548266,2548.266,14.75,87060.93,1261.65,16,20
2548292,2548.292,14.75,87061.8,1261.57,16,20
2548318,2548.318,14.75,87063.38,1261.42,16,20
2548344,2548.344,14.75,87062.95,1261.46,16,20
2548370,2548.37,14.75,87063.8,1261.38,16,20
2548396,2548.396,14.75,87060.66,1261.68,16,20
2548422,2548.422,14.75,87063.37,1261.42,16,20
2548448,2548.448,14.75,87059.07,1261.83,16,20
2548474,2548.474,14.75,87059.59,1261.78,16,20
2548500,2548.5,14.75,87058.83,1261.85,16,20
2548526,2548.526,14.75,87058.74,1261.86,16,20
2548552,2548.552,14.75,87059.84,1261.75,16,20
2548578,2548.578,14.75,87059.11,1261.82,16,20
2548604,2548.604,14.75,87058.01,1261.93,16,20
2548630,2548.63,14.75,87058.41,1261.89,16,20
2548656,2548.656,14.75,87057.7,1261.95,16,20
2548682,2548.682,14.75,87060.34,1261.71,16,20
2548708,2548.708,14.75,87061.31,1261.61,16,20
2548734,2548.734,14.75,87059.94,1261.74,16,20
2548759,2548.759,14.75,87060.79,1261.66,16,20
2548785,2548.785,14.75,87058.31,1261.9,16,20
2548811,2548.811,14.75,87059.66,1261.77,16,20
2548837,2548.837,14.75,87057.55,1261.97,15,18
2548863,2548.863,14.75,87058.88,1261.84,15,18
2548889,2548.889,14.76,87057.47,1261.98,15,18
2548915,2548.915,14.75,87057.06,1262.01,15,18
2548941,2548.941,14.76,87057.3,1261.99,15,18
2548967,2548.967,14.75,87058.84,1261.85,15,18
2548993,2548.993,14.75,87056.87,1262.03,15,18
2549019,2549.019,14.75,87058.28,1261.9,15,18
2549045,2549.045,14.75,87056.53,1262.06,15,18
2549071,2549.071,14.75,87055.88,1262.13,15,18
2549111,2549.111,14.76,87055.27,1262.18,15,18
2549131,2549.131,14.76,87054.55,1262.25,15,18
2549157,2549.157,14.75,87052.3,1262.46,15,18
2549183,2549.183,14.75,87051.34,1262.55,15,18
2549209,2549.209,14.75,87052.77,1262.42,15,18
2549235,2549.235,14.75,87053.76,1262.32,15,18
2549261,2549.261,14.75,87053.94,1262.31,15,18
2549287,2549.287,14.75,87051.14,1262.57,15,18
2549313,2549.313,14.75,87053.16,1262.38,15,18
2549339,2549.339,14.75,87053.23,1262.38,15,18
2549365,2549.365,14.75,87056.15,1262.1,15,18
2549391,2549.391,14.75,87053.38,1262.36,15,18
2549417,2549.417,14.75,87053.34,1262.36,15,18
2549443,2549.443,14.75,87050.54,1262.63,15,18
2549469,2549.469,14.76,87052.52,1262.44,15,18
2549495,2549.495,14.76,87053.29,1262.37,15,18
2549521,2549.521,14.76,87050.77,1262.61,15,18
2549547,2549.547,14.76,87050.73,1262.61,15,18
2549573,2549.573,14.76,87049.86,1262.69,15,18
2549599,2549.599,14.76,87046.02,1263.05,15,18
2549625,2549.625,14.76,87048.52,1262.82,15,18
2549651,2549.651,14.76,87049.8,1262.7,15,18
2549677,2549.677,14.76,87048.27,1262.84,15,18
2549703,2549.703,14.76,87048.98,1262.77,15,18
2549729,2549.729,14.76,87047.41,1262.92,15,18
2549755,2549.755,14.76,87047.52,1262.91,15,18
2549781,2549.781,14.76,87048.53,1262.82,15,18
2549807,2549.807,14.76,87047.41,1262.92,15,18
2549833,2549.833,14.76,87046.12,1263.04,15,18
2549859,2549.859,14.76,87046.66,1262.99,15,18
2549885,2549.885,14.76,87044.65,1263.18,15,19
2549910,2549.91,14.76,87046.39,1263.02,15,19
2549936,2549.936,14.76,87045.53,1263.1,15,19
2549962,2549.962,14.76,87043.47,1263.29,15,19
2549988,2549.988,14.76,87044.26,1263.22,15,19
2550014,2550.014,14.76,87045.95,1263.06,15,19
2550040,2550.04,14.76,87042.31,1263.4,15,19
2550066,2550.066,14.76,87047.07,1262.95,15,19
2550092,2550.092,14.76,87046.45,1263.01,15,19
2550132,2550.132,14.76,87043.94,1263.25,15,19
2550153,2550.153,14.76,87042.3,1263.4,15,19
2550178,2550.178,14.76,87042.75,1263.36,15,19
2550204,2550.204,14.75,87043.02,1263.34,15,19
2550230,2550.23,14.75,87042.72,1263.36,15,19
2550256,2550.256,14.75,87042.72,1263.36,15,19
2550282,2550.282,14.75,87042.63,1263.37,15,19
2550308,2550.308,14.75,87041.3,1263.5,15,19
2550334,2550.334,14.76,87042.95,1263.34,15,19
2550360,2550.36,14.76,87040.54,1263.57,15,19
2550386,2550.386,14.76,87042.95,1263.34,15,19
2550412,2550.412,14.76,87045.14,1263.14,15,19
2550438,2550.438,14.76,87044.77,1263.17,15,19
2550464,2550.464,14.76,87047.88,1262.88,15,19
2550490,2550.49,14.76,87041.95,1263.44,15,19
2550516,2550.516,14.76,87039.3,1263.69,15,19
2550542,2550.542,14.76,87037.6,1263.85,15,19
2550568,2550.568,14.76,87040.29,1263.59,15,19
2550594,2550.594,14.76,87040.38,1263.59,15,19
2550620,2550.62,14.76,87043.02,1263.34,15,19
2550646,2550.646,14.76,87038.22,1263.79,15,19
2550672,2550.672,14.76,87040.41,1263.58,15,19
2550698,2550.698,14.76,87037.53,1263.85,15,19
2550724,2550.724,14.76,87036.68,1263.93,15,19
2550750,2550.75,14.76,87040.21,1263.6,15,19
2550776,2550.776,14.76,87036.81,1263.92,15,19
2550802,2550.802,14.76,87037.96,1263.81,15,19
2550828,2550.828,14.76,87038.06,1263.8,15,19
2550854,2550.854,14.76,87038.76,1263.74,15,19
2550880,2550.88,14.76,87037.84,1263.82,15,19
2550906,2550.906,14.76,87039.03,1263.71,15,19
2550932,2550.932,14.76,87037.09,1263.9,15,19
2550958,2550.958,14.76,87034.43,1264.15,15,19
2550984,2550.984,14.76,87034.41,1264.15,15,19
2551010,2551.01,14.76,87032.53,1264.32,15,19
2551036,2551.036,14.76,87033.1,1264.27,15,19
2551062,2551.062,14.76,87034.59,1264.13,15,19
2551088,2551.088,14.76,87032.35,1264.34,15,19
2551113,2551.113,14.76,87033.03,1264.28,15,19
2551153,2551.153,14.76,87032.06,1264.37,15,19
2551174,2551.174,14.76,87030.48,1264.52,15,19
2551200,2551.2,14.76,87030.61,1264.5,15,19
2551226,2551.226,14.76,87031.47,1264.42,15,19
2551252,2551.252,14.76,87030.51,1264.51,15,19
2551278,2551.278,14.76,87031.66,1264.41,15,19
2551304,2551.304,14.76,87027.91,1264.76,15,19
2551329,2551.329,14.76,87032.28,1264.35,15,19
2551355,2551.355,14.76,87032.02,1264.37,15,19
2551381,2551.381,14.76,87031.03,1264.46,15,19
2551407,2551.407,14.76,87028.92,1264.66,15,19
2551433,2551.433,14.76,87028.05,1264.75,15,19
2551459,2551.459,14.76,87028.53,1264.7,15,19
2551485,2551.485,14.76,87029.18,1264.64,15,19
2551511,2551.511,14.76,87032.28,1264.35,15,19
2551537,2551.537,14.76,87029.38,1264.62,15,19
2551563,2551.563,14.76,87031.31,1264.44,15,19
2551589,2551.589,14.76,87028.78,1264.68,15,19
2551615,2551.615,14.76,87028.95,1264.66,15,19
2551641,2551.641,14.76,87028.1,1264.74,15,19
2551667,2551.667,14.76,87025.54,1264.98,15,19
2551693,2551.693,14.76,87029.47,1264.61,15,19
2551719,2551.719,14.76,87027.48,1264.8,15,19
2551745,2551.745,14.76,87027.87,1264.76,15,19
2551771,2551.771,14.76,87029.88,1264.57,15,19
2551797,2551.797,14.76,87027.58,1264.79,15,19
2551823,2551.823,14.76,87030.82,1264.48,15,19
2551849,2551.849,14.76,87028.77,1264.68,15,19
2551875,2551.875,14.76,87028.91,1264.66,15,19
2551901,2551.901,14.76,87029.52,1264.61,15,19
2551927,2551.927,14.76,87029.63,1264.6,16,20
2551953,2551.953,14.76,87031.24,1264.44,16,20
2551979,2551.979,14.76,87029.93,1264.57,16,20
2552005,2552.005,14.76,87029.44,1264.61,16,20
2552031,2552.031,14.76,87028.11,1264.74,16,20
2552057,2552.057,14.76,87027.16,1264.83,16,20
2552083,2552.083,14.76,87027.17,1264.83,16,20
2552109,2552.109,14.76,87028.27,1264.72,16,20
2552135,2552.135,14.76,87026.41,1264.9,16,20
2552175,2552.175,14.76,87025.84,1264.95,16,20
2552195,2552.195,14.76,87024.46,1265.08,16,20
2552221,2552.221,14.76,87027.46,1264.8,16,20
2552247,2552.247,14.76,87025.52,1264.98,16,20
2552273,2552.273,14.76,87026.1,1264.93,16,20
2552299,2552.299,14.76,87025.84,1264.95,16,20
2552325,2552.325,14.76,87023.66,1265.16,16,20
2552351,2552.351,14.76,87022.98,1265.22,16,20
2552377,2552.377,14.76,87024.23,1265.11,16,20
2552403,2552.403,14.76,87024.7,1265.06,16,20
2552429,2552.429,14.76,87024.18,1265.11,16,20
2552455,2552.455,14.76,87025.23,1265.01,16,20
2552481,2552.481,14.76,87025.97,1264.94,16,20
2552507,2552.507,14.76,87023.97,1265.13,16,20
2552532,2552.532,14.76,87025.72,1264.97,16,20
2552558,2552.558,14.76,87022.73,1265.25,16,20
2552584,2552.584,14.76,87022.52,1265.27,16,20
2552610,2552.61,14.76,87023.84,1265.14,16,20
2552636,2552.636,14.76,87019.11,1265.59,16,20
2552662,2552.662,14.76,87022.49,1265.27,16,20
